IDCode,Property Date,AgentData.Name,Cabang,Province.Title,LocationData.Title,Area.Title,Address,Type,Transaction,LT,LB,KT,KM,PriceFormat,Status Property,Certificate,Judul,Air,Listrik,Tipe Listing,Deskripsi
161822-BRPI00012,2/21/23 15:28,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,WATERPLACE RESIDENCE THE RIVERA MANSION,Apartment,Jual,177,177,3+1 ,4,"2,550,000,000",Sold,Lain-lain,APART 2 LANTAI WATERPLACE RESIDENCE THE RIVERA MANSION ,PAM,6600,OPEN,"(JUAL) APARTEMEN GRANDE WATERPLACE RESIDENCE THE RIVERA MANSION SURABAYA

LT: 177 

LB: 177 

KT: 3+1

KM: 4

HADAP: TENGGARA

LISTRIK: 6600WATT

AIR: PAM

SERTIFIKAT: STRATA TITLE

- 4 UNIT AC

- VIEW POOL DAN JALAN/CITY

- SEMI FURNISHED

- 2 LANTAI DI DALAM SUPERBLOCK AREA

- 3 UNIT WATER HEATER

HARGA: 2.55M (NEGO TIPIS)"
220822-BRPI00116,2/21/23 15:28,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,BABATAN PRATAMA XXVIII WIYUNG,Rumah,Jual,162,220,5,3,"2,588,000,000",Sold,SHM,RUMAH HOOK BABATAN PRATAMA SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH BABATAN PRATAMA XXVIII SURABAYA

LT: 162

LB: 220

DIMENSI: 11X15

KT: 5

KM: 3

HADAP: UTARA TIMUR

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- FURNISHED

- 4 UNIT AC

- DEKAT DENGAN BANYAK FASILITAS PUBLIK

HARGA: 2.588M (NEGO TIPIS)"
100423-BRPI00069,2/10/23 12:35,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,HR Muhammad,CIPUTRA WORLD OFFICE TOWER,Perkantoran,Sewa,224.91,160.56,0,0,"325,000,000",Sale,Lain-lain,CIPUTRA WORLD OFFICE TOWER SIA TEMPATI,,2200,OPEN,"(SEWA) CIPUTRA WORLD OFFICE TOWER LANTAI 8

LT : 224.91 (77.53+77.53+69.88)

LB : 160.56 (55.34+55.34+49.88)

HADAP/VIEW TAMAN 

-KOSONGAN

-3 UNIT JEJER

HARGA 325JT/THN "
100423-BRPI00067,2/10/23 12:17,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wonocolo,CITY SQUARE TOWER A,Apartment,Jual,31.5,31.5,2,1,"605,000,000",Sale,PPJB,APARTEMEN CITY SQUARE TOWER A,PAM,1300,OPEN,"(JUAL) APARTEMEN CITY SQUARE TOWER A SURABAYA

LT: 31.5

LB: 31.5

KT: 2

KM: 1

LISTRIK: 1300WATT

AIR: PAM

SERTIFIKAT: PPJB

- VIEW POOL

- KOSONGAN

HARGA: 605JT (NEGO TIPIS)"
100423-BRPI00064,2/10/23 12:16,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakal,PONDOK CANDRA JL JAMBU,Rumah,Jual,102,102,3,1,"950,000,000",Sale,SHM,RUMAH PONDOK CANDRA JALAN JAMBU SIDOARJO,PDAM,1300,OPEN,"(JUAL) RUMAH PONDOK CANDRA JALAN JAMBU SIDOARJO

LT: 102

LB: 102

DIMENSI: 12X8.5

KT: 3

KM: 1

HADAP: SELATAN

LISTRIK: 1300WATT

AIR: PDAM

SERTIFIKAT: SHM

- KOSONGAN

- DEKAT DENGAN BANYAK FASILITAS PUBLIK

HARGA: 950JT (NEGO TIPIS)"
100423-BRPI00063,2/10/23 12:16,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Pakis,DUKUH KUPANG TIMUR,Rumah,Sewa,110,200,2+1,2+1,"55,000,000",Sold,Lain-lain,RUMAH DUKUH KUPANG TIMUR SURABAYA,PDAM,2200,OPEN,"(SEWA) RUMAH DUKUH KUPANG TIMUR SURABAYA

LT: 110

LB: 200

KT: 2+1

KM: 2+1

HADAP: UTARA

LISTRIK: 2500WATT

AIR: PDAM

- SEMI FURNISH (LEMARI BAJU, MEJA MAKAN, SOFA, TOLER, BUFFET)

- 2 LANTAI

HARGA: 55JT/TH (NEGO TIPIS) (MIN SEWA 2 TH)"
100423-BRPI00062,2/10/23 12:15,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wonokromo,JL CILIWUNG,Ruko,Jual,90,90,3,2,"2,000,000,000",Sale,Lain-lain,RUKO JALAN CILIWUNG SURABAYA,PDAM,3500,OPEN,"(JUAL) RUKO JALAN CILIWUNG SURABAYA

LT: 90

LB: 90

DIMENSI: 5X18

KT: 3

KM: 2

HADAP: BARAT

LISTRIK: 3500WATT

AIR: PDAM

SERTIFIKAT: SURAT HIJAU

- 2 LANTAI

- KOSONGAN

- LOKASI STRATEGIS

HARGA: 2M (NEGO TIPIS)"
100423-BRPI00061,2/10/23 12:15,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Sukomanunggal,SATELIT INDAH JL TANJUNGSARI BARU,Rumah,Jual,180,183,3+1,2+1,"2,250,000,000",Sale,SHM,RUMAH SATELIT INDAH JALAN TANJUNGSARI BARU SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH SATELIT INDAH JALAN TANJUNGSARI BARU SUKOMANUNGGAL SURABAYA

LT: 180

LB: 183

DIMENSI: 9X20

KT: 3+1

KM: 2+1

HADAP: SELATAN

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 1 LANTAI

- KOSONGAN

- GARASI 1 MOBIL

- CARPORT 1 MOBIL

HARGA: 2.25M (NEGO TIPIS)"
100423-BRPI00059,2/10/23 12:14,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Rungkut Industri,MY TOWER RUNGKUT INDUSTRI TOWER B,Apartment,JualSewa,37,37,1,1,"500,000,000",Sale,PPJB,APARTEMEN MY TOWER TOWER B SURABAYA,PAM,1300,OPEN,"(JUAL/SEWA) APARTEMEN MY TOWER TOWER B SURABAYA

LT: 37

LB: 37

KT: 1

KM: 1 

HADAP: TIMUR

AIR: PAM

SERTIFIKAT: PPJB

- FULL FURNISH

- VIEW CITY

- FASILITAS UMUM APARTEMEN

- HARGA BELUM TERMASUK BIAYA SERVICE CHARGE, BIAYA LISTRIK DAN AIR

HARGA SEWA: 40JT/TH NETT

HARGA JUAL: 500JT (NEGO TIPIS)"
300223-BRPI00095,1/30/23 11:54,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Gayungan,THE GAYUNGSARI PARK REGENCY,Rumah,Jual,120,180,3+1,2+1,"3,499,000,000",Sale,HGB,RUMAH THE GAYUNGSARI PARK REGENCY SURABAYA,PDAM,1300,OPEN,"(JUAL) RUMAH THE GAYUNGSARI PARK REGENCY SURABAYA

LT: 120

LB: 180

DIMENSI: 8X15

KT: 3+1

KM: 2+1

HADAP: SELATAN

AIR: PDAM

SERTIFIKAT: HGB

-2 LANTAI

- LOKASI SANGAT STRATEGIS

- BANGUNAN TERBARU

- LINGKUNGAN SANGAT NYAMAN DAN ASRI

HARGA: 3.499M (NEGO TIPIS)"
300223-BRPI00094,1/30/23 11:54,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Karangpilang,BOGANGIN BARU,Rumah,Jual,128,202,4,3,"2,200,000,000",Sale,SHM,RUMAH HOOK BOGANGIN BARU SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH HOOK BOGANGIN BARU SURABAYA

LT: 128

LB: 202 

KT: 4

KM: 3

HADAP: UTARA BARAT

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- KOSONGAN

- 2 LANTAI

- TERAS DI LANTAI 1 DAN 2

- GUDANG

- LOKASI RUMAH POJOK/HOOK

- BELAKANG SMPN 16 SBY

HARGA: 2.2M (NEGO TIPIS)"
300223-BRPI00091,1/30/23 11:54,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Gayungan,GRIYA JAMBANGAN ASRI,Rumah,Jual,72,72,2,1,"1,100,000,000",Sale,SHM,RUMAH GRIYA JAMBANGAN ASRI SURABAYA,PDAM,1300,OPEN,"(JUAL) RUMAH GRIYA JAMBANGAN ASRI SURABAYA

LT: 72

LB: 72

DIMENSI: 6X12

KT: 2

KM: 1

HADAP: UTARA

LISTRIK: 1300WATT

AIR: PDAM

SERTIFIKAT: SHM

- 1.5 LANTAI

- KOSONGAN

- SIAP HUNI

- TANDON ATAS DAN BAWAH

- DEPAN KELURAHAN JAMBANGAN

- DEKAT DENGAN BANYAK FASILITAS PUBLIK

HARGA: 1.1M (NEGO TIPIS)"
300223-BRPI00090,1/30/23 11:54,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Kertajaya,PUNCAK KERTAJAYA TOWER B,Apartment,Jual,36,36,2,1,"350,000,000",Sale,PPJB,APARTEMEN PUNCAK KERTAJAYA TOWER B SURABAYA,PAM,1300,OPEN,"(JUAL) APARTEMEN PUNCAK KERTAJAYA TOWER B SURABAYA

LT: 36

LB: 36

KT: 2

KM: 1

SERTIFIKAT: PPJB

- KOSONGAN

- ADA 2 AC

- VIEW SWIMMING POOL

HARGA: 350JT NETT"
300223-BRPI00088,1/30/23 11:54,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Karangpilang,JL KEBRAON MANIS UTARA,Rumah,Jual,300,174,6,2,"1,900,000,000",Sale,SHM,RUMAH JALAN KEBRAON MANIS UTARA SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH JALAN KEBRAON MANIS UTARA SURABAYA

LT: 300

LB: 174 

KT: 6

KM: 2

HADAP: BARAT

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- RUMAH KONDISI PERLU PERBAIKAN, KARENA BEKAS BENGKEL CAT MOBIL DAN WORKSHOP PAGAR TERALIS

- 1 LANTAI

- KOSONGAN

- GARASI 4 MOBIL

- LEBAR JALAN 8 METER

- DEKAT DENGAN BANYAK FASILITAS PUBLIK

HARGA: 1.9M (NEGO TIPIS)"
300223-BRPI00087,1/30/23 11:54,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Gresik,Menganti,MENGANTI INDAH,Rumah,Jual,94.5,70,3,1,"700,000,000",Sale,HGB,SIAP HUNI PERUM MENGANTI INDAH,DIKELOLA DEVELOPER,1300,OPEN,"RUMAH BARU GRESS PERUM MENGANTI INDAH



MODEL KLASIK MODERN

LT 94.5 MÂ²

LB 70 MÂ²

KAMAR UTAMA SDH TERPASANG AC

3 KT

1 KM

LISTRIK 1300

GRANIT, ALUMINIUM, WATER HEATER

HGB

TANDON AIR TANAM

HADAP TIMUR



HARGA JUAL 700 JT"
300223-BRPI00086,1/30/23 11:54,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Sukolilo,MARINA EMAS BARAT SUKOLILO,Tanah,Jual,240,,,,"1,800,000,000",Sold,SHM,TANAH MARINA EMAS BARAT SUKOLILO SURABAYA,,,OPEN,"(JUAL) TANAH MARINA EMAS BARAT SUKOLILO SURABAYA

LT: 240

HADAP: UTARA

SERTIFIKAT: SHM

HARGA PER METER: 7.5JT/M2

HARGA TOTAL: 1.8M                                             











"
300223-BRPI00085,1/30/23 11:54,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Sukolilo,NGINDEN INTAN TIMUR,Rumah,Jual,135,300,4+1,2+1,"2,600,000,000",Sale,SHM,RUMAH NGINDEN INTAN TIMUR SURABAYA,PDAM,3500,OPEN,"(JUAL) RUMAH NGINDEN INTAN TIMUR SURABAYA

LT: 135

LB: 300

DIMENSI: 9X15

KT: 4+1

KM: 2+1

HADAP: SELATAN

LISTRIK: 3200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 3 LANTAI

- KOSONGAN (4 UNIT AC DAN WATER HEATER)

- ROW JALAN 3 MOBIL

- ATAP GALVALUM GENTENG KANMURI

HARGA: 2.6M (NEGO TIPIS)"
300223-BRPI00084,1/30/23 11:54,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Gubeng,NGAGEL JAYA UTARA,Rumah,Jual,261.3,185,3,2,"3,300,000,000",Sale,Surat Ijo,RUMAH HOOK NGAGEL JAYA UTARA SURABAYA,PDAM,3500,OPEN,"(JUAL) RUMAH HOOK NGAGEL JAYA UTARA SURABAYA

LT: 261.3

LB: 185

DIMENSI: 12.7X21 (HOOK)

KT: 3

KM: 2

HADAP: UTARA TIMUR

LISTRIK: 3500WATT (TOKEN)

AIR: PDAM

SERTIFIKAT: SURAT HIJAU

- KOSONGAN

- 1.5 LANTAI

HARGA: 3.3M (NEGO TIPIS)"
300223-BRPI00083,1/30/23 11:54,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wiyung,PUNCAK CBD TOWER C,Apartment,Jual,35.31,35.31,2,1,"250,000,000",Sale,PPJB,APARTEMEN PUNCAK CBD TOWER C SURABAYA,PAM,1300,OPEN,"(JUAL) APARTEMEN PUNCAK CBD TOWER C SURABAYA

LT: 35.31

LB: 35.31

KT: 2

KM: 1

LISTRIK: 1300WATT

AIR: PAM

SERTIFIKAT: PPJB (BELUM SERAH TERIMA)

- KOSONGAN

- VIEW CITY

HARGA: 250JT (NEGO TIPIS)"
300223-BRPI00081,1/30/23 11:54,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Lidah Kulon,LIDAH KULON,Tanah,Jual,126,,,,"882,000,000",Sale,SHM,TANAH LIDAH KULON SURABAYA,,,OPEN,"(JUAL) TANAH LIDAH KULON SURABAYA

LT: 126

DIMENSI: 8.4X15

HADAP: BARAT

SERTIFIKAT: SHM

HARGA PER METER: 7JT/M2 NEGO

HARGA TOTAL: 882JT NEGO"
300223-BRPI00080,1/30/23 11:53,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Rungkut,RUNGKUT MEJOYO UTARA,Rumah,Jual,300,250,7+1,4+1,"4,300,000,000",Sale,SHM,RUMAH HOOK RUNGKUT MEJOYO UTARA SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH HOOK RUNGKUT MEJOYO UTARA SURABAYA

LT: 300

LB: 250

DIMENSI: 15X20

KT: 7+1

KM: 4+1

HADAP: BARAT SELATAN

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- LOKASI STRATEGIS, DEKAT DENGAN UBAYA, LOKASI RUMAH BELAKANG SMP 17

- GAS PGN

- LINE TELFON

- GARASI DAN CARPORT

- ROW JALAN 5 METER

HARGA: 4.3M NETT"
300223-BRPI00078,1/30/23 11:53,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wonocolo,CITY SQUARE A,Apartment,Jual,32.88,32.88,2,1,"800,000,000",Sale,PPJB,APARTEMEN CITY SQUARE TOWER A MARGEREJO INDAH SURABAYA,PAM,1300,OPEN,"(JUAL) APARTEMEN CITY SQUARE TOWER A MARGEREJO INDAH SURABAYA

LT: 32.88

LB: 32.88

KT: 2

KM: 1

AIR: PAM

SERTIFIKAT: PPJB

- VIEW KOTA

- KOSONGAN

HARGA: 800JT NEGO"
300223-BRPI00076,1/30/23 11:53,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Rungkut Industri,MY TOWER RUNGKUT INDUSTRI TOWER B,Apartment,JualSewa,37,37,1,1,"500,000,000",Sale,PPJB,APARTEMEN FULL FURNISHED MY TOWER  TOWER B SURABAYA,PAM,1300,OPEN,"(JUAL/SEWA) APARTEMEN MY TOWER TOWER B SURABAYA

LT: 37

LB: 37

KT: 1

KM: 1 

HADAP: TIMUR

AIR: PAM

SERTIFIKAT: PPJB

- FULL FURNISH

- VIEW CITY

- FASILITAS UMUM APARTEMEN

- HARGA BELUM TERMASUK BIAYA SERVICE CHARGE, BIAYA LISTRIK DAN AIR

HARGA SEWA: 40JT/TH NETT

HARGA JUAL: 500JT (NEGO TIPIS)"
300223-BRPI00075,1/30/23 11:53,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Keputih,JL ARIEF RAHMAN HAKIM,Tanah,Jual,1417,,,,"25,000,000,000",Sale,SHM,TANAH 0 JALAN ARIEF RAHMAN HAKIM SURABAYA,,,OPEN,"(JUAL) TANAH 0 JALAN ARIEF RAHMAN HAKIM SURABAYA

LT: 1417

DIMENSI: 14X100

HADAP: SELATAN

SERTIFIKAT: SHM

- TANAH 0 JALAN

- SEBELAH BARAT VITA SCHOOL

- ADA SEDIKIT PENYUSUTAN TANAH KARENA SISI TETANGGA SUDAH DI BANGUN

- LOKASI STRATEGIS

HARGA: 25M"
300223-BRPI00074,1/30/23 11:53,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Gununganyar,PURI JIMBARAN REGENCY,Rumah,Jual,116,200,4+1,2+1,"1,900,000,000",Sale,SHM,RUMAH PURI JIMBARAN REGENCY SURABAYA,PDAM,5500,OPEN,"(JUAL) RUMAH PURI JIMBARAN REGENCY GUNUNG ANYAR SURABAYA

LT: 116

LB: 200

DIMENSI: 8X14.5

KT: 4+1

KM: 2+1

HADAP: TIMUR

LISTRIK: 5500WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- FURNISHED

- CARPORT 2 KIRI DAN KANAN

- GARASI 1

- BANGUNAN FULL GRANIT

- KEAMANAN ONE GATE SYSTEM

- ROW MOBIL 2.5 MOBIL

- RUMAH FULL RENOV GRESS

HARGA: 1.9M (NEGO TIPIS)"
300223-BRPI00073,1/30/23 11:53,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Rungkut,MEDOKAN AYU 2 RUNGKUT,Rumah,Jual,325,325,3+1,2+1,"3,200,000,000",Sale,SHM,RUMAH MEDOKAN AYU 2 RUNGKUT SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH MEDOKAN AYU 2 RUNGKUT SURABAYA

LT: 325

LB: 325

DIMENSI: 13X25

KT: 3+1

KM: 2+1

HADAP: TIMUR LAUT

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 1 LANTAI

- SEMI FURNSIHED

- GARASI DAN CARPORT 3 MOBIL

- LOKASI SANGAT STRATEGIS

- AKSES KELUAR MASUK MUDAH

- KEAMANAN ONE GATE SYSTEM

- ROW JALAN 2 MOBIL

- DAPUR DAN PERABOTAN BARU

- LINGKUNGAN ASRI DAN TEDUH DENGAN HALAMAN DEPAN DAN BELAKANG

- FASILITAS PUBLIK (MASJID, RESTO, CAFÃ‰, SUPERMARKET, SEKOLAH)

HARGA: 3.2M (NEGO TIPIS)"
300223-BRPI00072,1/30/23 11:53,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Rungkut,RUNGKUT ASRI UTARA,Rumah,Jual,200,200,3,2,"2,100,000,000",Sale,SHM,RUMAH RUNGKUT ASRI UTARA SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH RUNGKUT ASRI UTARA SURABAYA

LT: 200

LB: 200

DIMENSI: 10X20

KT: 3

KM: 2

HADAP: SELATAN 

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- KOSONGAN

- GAS NEGARA (PGN)

- ROW JALAN 9 METER

HARGA: 2.1M"
300223-BRPI00070,1/30/23 11:53,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Kertajaya,PUNCAK KERTAJAYA  A,Apartment,Jual,36,36,2,1,"450,000,000",Sale,PPJB,APARTEMEN PUNCAK KERTAJAYA TOWER A SURABAYA,PAM,1300,OPEN,"(JUAL) APARTEMEN PUNCAK KERTAJAYA TOWER A SURABAYA

LT: 36

LB: 36

DIMENSI: 6X6

KT: 2

KM: 1

HADAP: UTARA

LISTRIK: 1300WATT

AIR: PAM

SERTIFIKAT: PPJB

- FULL FURNISHED (2 BED SET, 2 AC, TV, LEMARI, KULKAS 2 PINTU)

- FASILITAS UMUM APARTEMEN

HARGA: 450JT (NEGO TIPIS)"
300223-BRPI00069,1/30/23 11:53,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Pakis,PUNCAK PERMAI A,Apartment,Jual,36,36,2,1,"260,000,000",Sale,PPJB,APARTEMEN PUNCAK PERMAI TOWER A SURABAYA,PAM,1300,OPEN,"(JUAL) APARTEMEN PUNCAK PERMAI TOWER A SURABAYA

LT: 36

LB: 36

KT: 2

KM: 1 

LISTRIK: 1300WATT

AIR: PAM

SERTIFIKAT: PPJB

- FULL FURNISH

- DESIGN MODERN MINIMALIST FULL CERMIN

- LEMARI CABINET FULLSET

- 2 UNIT AC

- WATER HEATER

- KOMPOR TANAM + EXHAUST

- KONDISI BERSIH DAN RAPI

- TOWER A MENGHADAP TOWER B

HARGA: 260JT (NEGO TIPIS)"
300223-BRPI00058,1/30/23 11:53,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Basuki Rachmat,THE PEAK,Apartment,Sewa,75,64,2,2,"150,000,000",Sale,Lain-lain,THE PEAK SIAP HUNI FULL FURNISHED CUANTIK,WATER TREATMENT,4400,OPEN,"THE PEAK 2 BR 

SIAP PAKAI

FULL FURNISHED CUANTIK

LB 75 M2 (GROSS), 64 M2 (NETT)

HADAP : UTARA

VIEW : SURAMADU

HARGA : 150 JT/THN"
300223-BRPI00052,1/30/23 11:52,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Manyar,MANYAR KERTOARJO,Ruko,Jual,430,550,	-,4,"21,000,000,000",Sale,SHM,RUKO 0 JALAN RAYA MANYAR KERTOARJO SURABAYA,PDAM,11000,OPEN,"(JUAL) RUKO 0 JALAN RAYA MANYAR KERTOARJO SURABAYA

LT: 430

LB: 550

DIMENSI: 10X43

KM: 4

HADAP: UTARA

LISTRIK: 11.000WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- KOSONGAN

- DALAM RUKO TANPA SEKAT ATAU LOSS

- LOKASI SANGAT STRATEGIS, 0 JALAN RAYA

HARGA: 21M "
300223-BRPI00051,1/30/23 11:52,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Tandes,GRAND PAKUWON ADELAIDE,Rumah,Jual,72,72,2,2,"1,850,000,000",Sale,SHM,RUMAH GRAND PAKUWON CLUSTER ADELAIDE SURABAYA,PAM,2200,OPEN,"(JUAL) RUMAH GRAND PAKUWON CLUSTER ADELAIDE SURABAYA

LT: 72

LB: 72

DIMENSI: 6X12

KT: 2

KM: 2

HADAP: SELATAN

LISTRIK: 2200WATT

AIR: PAM

SERTIFIKAT: SHM

- 2 LANTAI

- KOSONGAN

- CARPORT 1 MOBIL

- ROW JALAN 3 MOBIL

- POSISI RUMAH DI DEPAN, DEKAT GATE CLUSTER

HARGA: 1.85M (NEGO TIPIS)"
300223-BRPI00048,1/30/23 11:52,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wonokromo,JL RAYA CILIWUNG,Rumah,Jual,626,300,5,3,"22,500,000,000",Sale,SHM,RUMAH 0 JALAN RAYA CILIWUNG SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH 0 JALAN RAYA CILIWUNG SURABAYA

LT: 626

LB: 300 

KT: 5

KM: 3

HADAP: UTARA

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- LEBAR DEPAN 15M, LEBAR BELAKANG 12.5M, PANJANG 46.5M

- LOKASI TENGAH KOTA SURABAYA

- RUMAH ANTIK BANGUNAN BELANDA (BUKAN CAGAR BUDAYA)

- RUMAH 0 JALAN RAYA

- COCOK UNTUK BUKA USAHA

- DEKAT DENGAN BANYAK FASILITAS PUBLIK

HARGA: 22.5M (NEGO TIPIS)"
300223-BRPI00126,1/30/23 11:51,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Gayungan,JL RAYA PAGESANGAN,Rumah,Jual,76,76,3,2,"3,000,000,000",Sale,SHM,RUMAH DAN 2 TOKO JALAN RAYA PAGESANGAN SURABAYA,PDAM,1300,OPEN,"(JUAL) RUMAH DAN 2 TOKO JALAN RAYA PAGESANGAN SURABAYA

LT: 76

LB: 76

DIMENSI: 8.5X9

KT: 3

KM: 2

LISTRIK: 1300WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- KOSONGAN

- LANTAI 1: 2 TOKO BERSEBALAHAN, KAMAR MANDI, DAPUR, RUANG TAMU

- LANTAI 2: 3 KAMAR TIDUR, KAMAR MANDI

- LOKASI STRATEGIS

HARGA: 3M (NEGO TIPIS)"
300223-BRPI00125,1/30/23 11:51,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Pakis,PUNCAK PERMAI TOWER A,Apartment,Jual,36,36,1,1,"280,000,000",Sale,PPJB,APARTEMEN  \PUNCAK PERMAI TOWER A SURABAYA,PAM,1300,OPEN,"(JUAL) APARTEMEN PUNCAK PERMAI TOWER A SURABAYA 

LT: 36

LB: 36

KT: 1 (2 KAMAR DIJADIKAN 1)

KM: 1

LISTRIK: 1300WATT

AIR: PAM

SERTIFIKAT: PPJB

- FULL FURNISHED ( AC, TV, KULKAS, WATER HEATER, KOMPOR + LPG, BED)

- VIEW DEPAN JALAN RAYA

- FASILITAS UMUM (GYM, KOLAM RENANG)

HARGA: 280JT NETT"
300223-BRPI00122,1/30/23 11:48,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Wonokromo,HAMZAH FANSYURI,Rumah,Jual,280,280,	-,3,"4,250,000,000",Sale,SHM,RUMAH KANTOR JALAN HAMZAH FANSYURI SURABAYA,PDAM,3500,OPEN,"(JUAL) RUMAH KANTOR JALAN HAMZAH FANSYURI SURABAYA

LT: 280

LB: 280

DIMENSI: 10X28

KM: 3

HADAP: BARAT DAYA

LISTRIK: 3500WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- RUANG KANTOR OPEN SPACE

- RUANG MEETING

- PERPUSTAKAAN

- STUDIO FOTO-VIDEO (KEDAP SUARA)

- PANTRY + KITCHEN SET

- MUSHOLLA

- TEMPAT JEMURAN

- GUDANG

- KAMAR PENJAGA

- TANDON ATAS

- 8 UNIT AC

- CCTV 8 CHANNEL

- HALAMAN DEPAN LUAS

- ADA HALAMAN BELAKANG

- COCOK UNTUK DIJADIKAN KANTOR ATAU DIJADIKAN RUMAH TINGGA

- APABILA DIGUNAKAN UNTUK KANTOR, BISA UNTUK 20-30 ORANG STAFF

- SIAP MASUK, KONDISI SANGAT BAGUS DAN TERAWATT, SIAP PAKAI

HARGA: 4.25M (NEGO TIPIS)"
