IDCode,Property Date,AgentData.Name,Cabang,Province.Title,LocationData.Title,Area.Title,Address,Type,Transaction,LT,LB,KT,KM,PriceFormat,Status Property,Certificate,Judul,Air,Listrik,Tipe Listing,Deskripsi
040425-BRPI00123,2/4/25 7:49,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Asemrowo,GREGES JAYA,Gudang,Jual,4500,2500,0,3,"39,900,000,000",Sale,SHM,GUDANG GREGES JAYA SIAP TEMPATI,,82500,OPEN,"(JUAL) GUDANG GREGES JAYA

LT : 4500(30X150)    LB : 2500

KM : 3

SERTIFIKAT : SHM

HADAP : UTARA

LISTRIK : 82.5KVA

- ADA MESS KARYAWAN

- ADA KANTOR 2 LANTAI

- POS SATPAM

- TPS B3 IZIN LENGKAP

- ROW JLN 25M

- TIMBANGAN TRUCK 80 TON

- BEBAS BANJIR 

HARGA 39.9M  (JUAL) GUDANG GREGES JAYA

LT : 4500(30X150)    LB : 2500

KM : 3

SERTIFIKAT : SHM

HADAP : UTARA

LISTRIK : 82.5KVA

- ADA MESS KARYAWAN

- ADA KANTOR 2 LANTAI

- POS SATPAM

- TPS B3 IZIN LENGKAP

- ROW JLN 25M

- TIMBANGAN TRUCK 80 TON

- BEBAS BANJIR 

HARGA 39.9M  "
040425-BRPI00122,2/4/25 7:49,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Margomulyo,DUMAR INDUSTRI MARGOMULYO,Gudang,Jual,972,720,,2,"6,500,000,000",Sale,SHM,GUDANG DUMAR INDUSTRI MARGOMULYO SURABAYA,,22000,OPEN,"(JUAL) GUDANG DUMAR INDUSTRI MARGOMULYO SURABAYA

LT: 972

LB: 720 

KM: 2 

LISTRIK: 21KVA 

SERTIFIKAT: SHM

- ADA KANTOR, 2 LANTAI

- LUAS KANTOR 6.5X10

- BISA DILALUI TRAILER

- ROW JALAN LEBAR 9-10 METER

HARGA: 6.5M NEGO"
040425-BRPI00121,2/4/25 7:49,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CORNELL,Apartment,Jual,21,21,1,1,"600,000,000",Sale,Lain-lain,KOSONGAN CORNELL LANTAI 17,Water Treatment,2200,OPEN,"(JUAL) APARTEMEN CORNELL LANTAI 17

LB : 21

KT : 1    

KM : 1

HADAP / VIEW : CIPUTRA 

- KOSONGAN

SELANGKAH KE UNIVERSITAS TERNAMA DI SURABAYA BARAT

HARGA 600JT"
040425-BRPI00120,2/4/25 7:49,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,CORNELL,Apartment,Jual,27,27,1,1,"500,000,000",Sale,Lain-lain,CORNELL BARU GREES KOSONGAN,Water Treatment,1300,OPEN,"(JUAL) APART CORNELL LANTAI 17

LT : 27

LB : 27

KT : 1

KM : 1

HADAP / VIEW : POOL

- KOSONGAN

SELANGKAH KE UNIVERSITAS TERKEMUKA DI SURABAYA BARAT

HARGA 500JT NEGO"
040425-BRPI00119,2/4/25 7:49,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,ANDERSON,Apartment,Sewa,27,27,1,1,"50,000,000",Sale,Lain-lain,ANDERSON FURNISHED ADA BALKON,Water Treatment,1300,OPEN,"(SEWA) APARTEMEN ANDERSON LANTAI 16

LB : 27

KT : 1       KM : 1

HADAP/VIEW : POOL

- FULL FURNISHED (SPRINGBED & TV DIBERI SAAT ADA PENYEWA)

- AC, TV, KULKAS

- WATER HEATER

- BALCONY

HARGA 50JT/THN"
040425-BRPI00118,2/4/25 7:49,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Karangpilang,GRAND HARVEST CLUSTER DERRYL,Rumah,Jual,60,77,2,2,"1,300,000,000",Sale,HGB,RUMAH GRAND HARVEST CLUSTER DERRYL SURABAYA ,PDAM,2200,OPEN,"(JUAL) RUMAH GRAND HARVEST CLUSTER DERRYL SURABAYA

LT: 60

LB: 77 

KT: 2

KM: 2 

LISTRIK: 2200WATT

AIR: PDAM

SERTIFIKAT: HGB

- 2 LANTAI

- KOSONGAN

- TYPE DAPHNE DELUXE

- KANOPI SERVICE AREA DAN DAPUR SUDAH TERPASANG

HARGA: 1.3M"
040425-BRPI00117,2/4/25 7:48,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,BENSON TOWER,Apartment,Jual,27,27,1,1,"899,999,999",Sale,HGB,APARTEMEN BENSON TOWER SURABAYA,PAM,2200,OPEN,"(JUAL) APARTEMEN BENSON TOWER SURABAYA

LT: 27

LB: 27

KT: 1

KM: 1

HADAP: BARAT

LISTRIK: 2300WATT

AIR: PAM

SERTIFIKAT: HGB

- FULL FURNISH

- AC

- REFRIGRATOR

- SWIMMING POOL

- GARDEN

HARGA: 899.999.999 (NEGO TIPIS)"
040425-BRPI00116,2/4/25 7:48,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Karangpilang,GRAND HARVEST TIPE CASPIA SURABAYA,Rumah,Jual,110,105,3,2,"1,700,000,000",Sale,PPJB,RUMAH GRAND HARVEST TIPE CASPIA SURABAYA,PDAM,3500,OPEN,"(JUAL) RUMAH GRAND HARVEST TIPE CASPIA SURABAYA

LT: 110

LB: 105

DIMENSI: 7X15

KT: 3

KM: 2

HADAP: SELATAN

LISTRIK: 3500WATT

AIR: PDAM

SERTIFIKAT: PPJB

-RUMAH BARU GRESS SIAP HUNI

-KOSONGAN

-KOMPLEKS PERUMAHAN NYAMAN DAN ASRI

-KEAMANAN KETAT

-LISTRIK BAWAH TANAH, DEPAN RUMAH LUAS

-ROW JALAN 9 METER

-CARPORT/GARASI

HARGA: 1.7M (NETT)"
040425-BRPI00115,2/4/25 7:48,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Karangpilang,GRAND HARVEST CLUSTER CASPIA,Rumah,Jual,60,60,1,1,"1,000,000,000",Sale,SHM,RUMAH GRAND HARVEST CLUSTER CASPIA SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH GRAND HARVEST CLUSTER CASPIA SURABAYA

LT: 60

LB: 60

DIMENSI: 5X12

KT: 1

KM: 1 

LISTRIK: 2200WATT 

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI 

- KOSONGAN

- DAPUR

- TEMPAT BERMAIN

- GARASI

- BANGUNAN BARU

HARGA: 1M"
040425-BRPI00114,2/4/25 7:48,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Kebraon,GRAND HARVEST ACARDIA,Rumah,JualSewa,144,168,3,2,"2,600,000,000",Sale,SHM,RUMAH 2 LANTAI POJOK GRAND HARVEST,	-,1300,OPEN,"(JUA/SEWA) GRAND HARVEST CLUSTER ACARDIA 

LT : 182

LB : 115

KT : 3

KM : 2

2 LANTAI 

SERTIFIKAT : SHM

HADAP : SELATAN TIMUR

LISTRIK : 1300WATT

AIR : PDAM

- KOSONGAN

- BARU GRESS

- TAMAN SAMPING & BELAKANG

HARGA JUAL 2.6M 

HARGA SEWA 50JT/THN"
040425-BRPI00113,2/4/25 7:48,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Karangpilang,GRAND HARVEST CLUSTER BELVOIR,Rumah,Jual,117,160,3+1,2+1,"1,950,000,000",Sale,HGB,RUMAH GRAND HARVEST CLUSTER BELVOIR SURABAYA ,PDAM,2200,OPEN,"(JUAL) RUMAH GRAND HARVEST CLUSTER BELVOIR SURABAYA

LT: 117

LB: 160

DIMENSI: 6X19.5 

KT: 3+1

KM: 2+1

HADAP: SELATAN

AIR: PDAM

SERTIFIKAT: HGB

- 2 LANTAI

- SEMI FURNISHED

- 3 UNIT AC

- WATER HEATER

- KITCHEN SET

- 1 SET MEJA KURSI TAMU

- 1 SET MEJA KURSI MAKAN

- KULKAS

- MESIN CUCI

- RUMAH BAGUS

HARGA: 1.95M"
040425-BRPI00112,2/4/25 7:48,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Kebraon,GRAND HARVEST CLUSTER CASPIA,Rumah,Jual,72,97,3,3,"1,500,000,000",Sale,SHM,RUMAH GRAND HARVEST CLUSTER CASPIA SURABAYA,PDAM,3500,OPEN,"(JUAL) RUMAH GRAND HARVEST CLUSTER CASPIA SURABAYA

LT: 72

LB: 97 

KT: 3

KM: 3

HADAP: SELATAN 

LISTRIK: 3300WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- CARPORT 1 MOBIL

- ROW JALAN 2 MOBIL 

HARGA: 1.5M "
040425-BRPI00111,2/4/25 7:48,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Kebraon,GRAND HARVEST CASPIA,Rumah,Jual,60,77,2,2,"1,200,000,000",Sale,HGB,BARU GRESS GRAND HARVEST ,,2200,OPEN,"(JUAL) RUMAH GRAND HARVEST CASPIAN 

TYPE CHERRY DELUXE

LT : 60

LB : 77

DIMENSI : 5X12

KT : 2

KM : 2

2 LANTAI 

SERTIFIKAT : HGB

HADAP : SELATAN

LISTRIK : 2200WATT

AIR : PDAM

- KOSONGAN 

- INSTALASI ANTI RAYAP TERPASANG

- INSTALASI AC & WATERHEATER TERPASANG

- INSTALASI FIBER OPTIK INTERNET SUDAH ADA

- LEBAR JALAN 10M (MUAT 3 MOBIL)

HARGA 1.2M NEGO TIPIS

"
040425-BRPI00110,2/4/25 7:47,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,,GRAND HARVEST CASPIA,Rumah,Jual,60,72,2,2,"1,200,000,000",Sale,HGB,NEW GRESS 100% GRAND HARVEST,,2200,OPEN,"(JUAL) RUMAH GRAND HARVEST CASPIAN 

TYPE CHERRY DELUXE

LT : 60

LB : 77

DIMENSI : 5X12

KT : 2

KM : 2

2 LANTAI 

SERTIFIKAT : HGB

HADAP : SELATAN

LISTRIK : 2200WATT

AIR : PDAM

- KOSONGAN 

- INSTALASI ANTI RAYAP TERPASANG

- INSTALASI AC & WATERHEATER TERPASANG

- INSTALASI FIBER OPTIK INTERNET SUDAH ADA

- LEBAR JALAN 10M (MUAT 3 MOBIL)

HARGA 1.2M NEGO TIPIS

"
040425-BRPI00109,2/4/25 7:47,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND NORTHWEST HILL,Rumah,Jual,72,73,2,2,"1,290,000,000",Sale,HGB,RUMAH CITRALAND NORTHWEST HILL,PAM,2200,OPEN,"(JUAL) RUMAH NORTHWEST HILL CITRALAND SURABAYA

LT: 72

LB: 73 

KT: 2

KM: 2

HADAP: SELATAN 

LISTRIK: 2200WATT

AIR: PAM

SERTIFIKAT: HGB

- 2 LANTAI

- KOSONGAN

- RUMAH BARU GRESS 

- SIAP HUNI

HARGA: 1.29M"
040425-BRPI00108,2/4/25 7:47,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND NORTHWEST HILL,Rumah,Jual,60,48,1,2,"900,000,000",Sale,SHM,RUMAH NORTHWEST HILL CITRALAND SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH NORTHWEST HILL CITRALAND SURABAYA

LT: 60

LB: 48 

KT: 1

KM: 2 

LISTRIK: 2200WATT 

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- KOSONGAN

- POSISI HOOK

- RUMAH BARU

HARGA: 900JT"
040425-BRPI00107,2/4/25 7:47,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND NORTHWEST HILL CLIFTON DELUXE,Rumah,Jual,60,62,2,2,"1,050,000,000",Sale,HGB,RUMAH CANTIK CITRALAND NORTHWEST HILL CLIFTON DELUXE SURABAYA,PAM,2200,OPEN,"(JUAL) RUMAH CITRALAND NORTHWEST HILL CLIFTON DELUXE SURABAYA

LT: 60

LB: 62

DIMENSI: 5X12

KT: 2

KM: 2

HADAP: UTARA 

LISTRIK: 2200WATT

AIR: PAM

SERTIFIKAT: HGB

- 2 LANTAI

- KOSONGAN

- SIAP HUNI 

HARGA: 1.050M"
040425-BRPI00106,2/4/25 7:47,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND NORTHWEST LAKE,Rumah,Jual,90,85,2+1,2+1,"1,700,000,000",Sale,HGB,RUMAH CANTIK NORTH WEST LAKE CITRALAND,PAM,2200,OPEN,"(JUAL) RUMAH NORTHWEST LAKE CITRALAND SURABAYA

LT: 90

LB: 85

DIMENSI: 6X15

KT: 2+1

KM: 2+1

HADAP: TIMUR

LISTRIK: 2200

AIR: PAM

SERTIFIKAT: HGB

- 2 LANTAI

- KOSONGAN

- TIPE CHILIKA DELUXE

HARGA: 1.7M NETT"
040425-BRPI00105,2/4/25 7:47,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND NORTHWEST LAKE,Rumah,Jual,72,69,2,2,"1,150,000,000",Sale,PPJB,NEW GRESS NORTHWEST LAKE ,,2200,OPEN,"(JUAL) RUMAH NORTHWEST LAKE 

LT : 72 (6X12)    LB : 69 (2 LANTAI)

KT : 2     KM : 2

SERTIFIKAT : PPJB

HADAP : TIMUR 

LISTRIK : 2200WATT

- KOSONGAN 

- BARU GRESS

HARGA 1.15M "
040425-BRPI00104,2/4/25 7:47,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND NORTHWEST LAKE,Rumah,Jual,90,140,3,2,"1,850,000,000",Sale,SHM,RUMAH NORTHWEST LAKE CITRALAND SURABAYA KOSONGAN,PAM,3500,OPEN,"(JUAL) RUMAH NORTHWEST LAKE CITRALAND SURABAYA

LT: 90

LB: 140

KT: 3

KM: 2

HADAP: SELATAN

LISTRIK: 3000WATT

AIR: PAM

SERTIFIKAT: SHM

- 2 LANTAI

- KOSONGAN

- RUMAH BARU GRESS

HARGA: 1.85M (NEGO TIPIS)"
040425-BRPI00103,2/4/25 7:46,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND NORTHWEST PARK,Rumah,JualSewa,120,100,3,2,"1,900,000,000",Sale,HGB,RUMAH NORTHWEST PARK CITRALAND SURABAYA,PAM,2200,OPEN,"(JUAL/SEWA) RUMAH NORTHWEST PARK CITRALAND SURABAYA	

LT: 120

LB: 100

DIMENSI: 8X15

KT: 3

KM: 2

HADAP: SELATAN

LISTRIK: 2200WATT

AIR: PAM

SERTIFIKAT: HGB

- KOSONGAN

- 2 LANTAI

- KACA FILM

- BAGIAN BELAKANG SUDAH DI PAVING

HARGA SEWA: 40JT/TH NETT

HARGA JUAL: 1.9M (NEGO TIPIS)"
040425-BRPI00102,2/4/25 7:46,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND ALAM HIJAU,Rumah,Jual,225,200,4+1,3+1,"3,750,000,000",Sale,SHM,RUMAH ALAM HIJAU CITRALAND SURABAYA,PAM,6600,OPEN,"(JUAL) RUMAH ALAM HIJAU CITRALAND SURABAYA

LT: 225

LB: 200

DIMENSI: 15X15

KT: 4+1

KM: 3+1

HADAP: BARAT SELATAN

LISTRIK: 6600WATT

AIR: PAM	

SERTIFIKAT: SHM

- 2 LANTAI

- POSISI RUMAH HOOK/POJOK

- KITCHEN SET

- AC 7 UNIT

- WATERHEATER TENAGA MATAHARI

- KONDISI TERWAT

HARGA: 3.75M (NEGO TIPIS)"
040425-BRPI00101,2/4/25 7:46,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND VILLA TAMAN TELAGA,Rumah,Sewa,210,210,3+1,2+1,"60,000,000",Sale,Lain-lain,RUMAH VILLA TAMAN TELAGA CITRALAND SURABAYA,PAM,2200,OPEN,"(SEWA) RUMAH VILLA TAMAN TELAGA CITRALAND SURABAYA

LT: 210

LB: 210

DIMENSI:10X21

KT: 3+1

KM: 2+1

HADAP: SELATAN

LISTRIK: 2200WATT

AIR: PAM

- KOSONGAN

HARGA: 60JT/TH (NEGO TIPIS) (MIN SEWA 2 TH)"
040425-BRPI00100,2/4/25 7:46,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Kalimantan Selatan,Banjarmasin,Banjarmasin,BIZPARK CITRALAND BANJARBARU,Ruko,Jual,120,161,0,2,"990,000,000",Sold,Lain-lain,RUKO 2 LT BIZPARK CITRALAND BANJARBARU BANJARMASIN,PDAM,2200,OPEN,"RUKO 2 LT BIZPARK CITRALAND BANJARMASIN

BLOK SS

LT 120 MÂ² (6x20)

LB 161 MÂ²

2 LT

2 KM

LISTRIK 2200

PDAM

HARGA JUAL 990 JT"
040425-BRPI00099,2/4/25 7:46,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND SENTRA INTERNATIONAL,Ruko,JualSewa,90,90,0,3,"4,500,000,000",Sale,HGB,RUKO SENTRA INTERNATIONAL SIAP PAKAI,,2200,OPEN,"(JUAL/SEWA) RUKO SENTRA INTERNATINAL

LT : 90 (5X18)   LB : 90 (2.5 LANTAI)

KM : 3

SERTIFIKAT : HGB 

HADAP : UTARA

LISTRIK : 2200WATT

HARGA JUAL 4.5M 

HARGA SEWA 80JT/THN (MIN 2THN )"
040425-BRPI00098,2/4/25 7:45,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND ALAM HIJAU,Rumah,Jual,270,300,4,3,"4,250,000,000",Sale,HGB,RUMAH CITRALAND HOOK ALAM HIJAU,,3500,OPEN,"(JUAL) RUMAH ALAM HIJAU, CITRALAND

LT : 270 (16.5X16.5)    LB : 300 (2 LANTAI)

KT : 4                           KM : 3

SERTIFIKAT : HGB

HADAP : TIMUR-UTARA

LISTRIK : 3500WATT

- KOSONGAN 

- CARPORT 4 MOBIL 

HARGA 4.25M NEGO "
040425-BRPI00097,2/4/25 7:45,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Karangpilang,RAYA MASTRIP,Rumah,Jual,1658,500,10,3,"29,844,000,000",Sale,SHM,RUMAH STRATEGIS HITUNG TANAH 0 JL RAYA MASTRIP SURABAYA,PDAM,2200,OPEN,"(JUAL) RUMAH HITUNG TANAH 0 JALAN RAYA MASTRIP SURABAYA

LT: 1658

KT: 10

KM: 3

HADAP: SELATAN 

AIR: PDAM

SERTIFIKAT: SHM

- RUMAH HITUNG TANAH

- 0 JL RAYA MASTRIP

- LOKASI STRATEGIS UNTUK USAHA 

HARGA PER METER: 18JT/M2

HARGA TOTAL: 29.844.000.000 "
040425-BRPI00096,2/4/25 7:45,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Dukuh Pakis,GRAND SUNGKONO LAGOON TOWER CASPIAN,Apartment,Jual,38,38,1,1,"1,000,000,000",Sale,HGB,APARTEMEN GRAND SUNGKONO LAGOON TOWER CASPIAN SURABAYA,PAM,2200,OPEN,"(JUAL) APARTEMEN GRAND SUNGKONO LAGOON TOWER CASPIAN SURABAYA

LT: 38

LB: 38 

KT: 1 (1BR DI RENOV JD TIPE STUDIO)

KM: 1

HADAP: UTARA

AIR: PAM

SERTIFIKAT: HGB

- FULL FURNISHED BARU

- VIEW CITY, BUNDERAN SATELIT, KELIHATAN JEMBATAN SURAMADU

- TIPE 1BR DIRENOV JADI TIPE STUDIO

HARGA: 1M"
040425-BRPI00095,2/4/25 7:45,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Gayungan,PURI KENCANA KARAH,Rumah,Jual,180,240,4+1,3,"3,750,000,000",Sale,SHM,RUMAH PURI KENCANA KARAH SURABAYA,PDAM,3500,OPEN,"(JUAL) RUMAH PURI KENCANA KARAH SURABAYA

LT: 180

LB: 240

DIMENSI: 10X18

KT: 4+1

KM: 3

HADAP: TIMUR

LISTRIK: 3500WATT

AIR: PDAM

SERTIFIKAT: SHM

- KOSONGAN

- 2 LANTAI

- DEKAT DENGAN BANYAK FASILITAS PUBLIK

HARGA: 3.75M "
040425-BRPI00094,2/4/25 7:45,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Sidoarjo,Waru,"JL NASIONAL, TAMAN WARU",Tanah,Jual,7032,,,,"105,480,000,000",Sale,SHM,TANAH 0 JL NASIONAL JL TAMAN WARU SIDOARJO,,,OPEN,"(JUAL) TANAH 0 JL NASIONAL JL TAMAN WARU SIDOARJO 

LT: 7.032 

HADAP: UTARA

SERTIFIKAT: SHM

- DEKAT DENGAN BUNGURASIH

- JL NASIONAL

- SUDAH PAGAR BETON, PINTU BESI 7METER

- COCOK UNTUK USAHA, DEKAT EXIT TOL WARU

HARGA PER METER: 15JT/M2 

HARGA TOTAL: 105.480.000.000"
040425-BRPI00093,2/4/25 7:44,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Sukomanunggal,RAYA SATELIT UTARA,Rumah,Jual,900,800,6+1,3+1,"19,000,000,000",Sale,SHM,RUMAH 2 LANTAI RAYA SATELIT UTARA SURABAYA,PDAM,3500,OPEN,"(JUAL) RUMAH RAYA SATELIT UTARA SURABAYA

LT: 900

LB: 800

DIMENSI: 30X30 

KT: 6+1

KM: 3+1

AIR: PDAM

SERTIFIKAT: SHM

- RUMAH 2 LANTAI

- RUMAH POJOK/HOOK

- LT SERTIFIKAT 879

- LOKASI STRATEGIS

HARGA: 19M NEGO"
040425-BRPI00092,2/4/25 7:44,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Pakuwon Indah,ANDERSON,Apartment,Jual,27,27,1,1,"750,000,000",Sale,PPJB,APARTEMEN ANDERSON STUDIO FURNISHED,Water Treatment,2200,OPEN,"(JUAL) APARTEMEN ANDERSON SURABAYA

LT: 27

LB: 27 

KT: 1 (TIPE STUDIO)

KM: 1

HADAP: TIMUR 

AIR: PAM

LISTRIK: 2200WATT

SERTIFIKAT: PPJB

- TIPE STUDIO

- VIEW GOLF GRAHA FAMILI

- FULL FURNISHED INTERIOR

- KASUR 160X200

- KITCHEN SET

- KOMPOR LISTRIK PORTABLE

- MICROWAVE

- KULKAS MINI

- TV

- 1 UNIT AC 1PK

- WATER HEATER

- LEMARI PAKAIAN

- MEJA, MEJA KERJA, MEJA RIAS

- RAK TV

- GORDYN + ROLL BLIND

- KASA NYAMUK 

HARGA: 750JT (NEGO TIPIS)"
040425-BRPI00091,2/4/25 7:44,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Mayjen Sungkono,CIPUTRA WORLD THE VIA,Apartment,Jual,120,120,3+1,2+1,"2,950,000,000",Sold,HGB,CIPUTRA WORLD THE VIA LANTAI 12 FURNISHED,,2200,OPEN,"(JUAL) APARTEMEN CIPUTRA WORLD THE VIA LANTAI 12

LB : 120

KT : 3+1   KM : 2+1

SERTIFIKAT : HGB

HADAP/VIEW : SELATAN/CITY

- FULL FURNISHED

HARGA 2.95M "
040425-BRPI00090,2/4/25 7:44,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Mayjen Sungkono,CIPUTRA WORLD THE VIA,Apartment,JualSewa,127,127,3+1,2,"4,000,000,000",Sale,HGB,FURNISHED THE VIA CIPUTRA WORLD,	-,2200,OPEN,"(JUAL/SEWA) APARTEMEN CIPUTRA WORLD THE VIA

LB : 127

KT : 3+1       KM : 2

SERTIFIKAT : HGB

HADAP/VIEW : UTARA/JL MAYJEN

- FULL FURNISHED

- AC WATER HEATER

HARGA JUAL 4M NEGO

HARGA SEWA 190JT/THN NEGO"
040425-BRPI00089,2/4/25 7:44,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,DENVER,Apartment,Jual,29,29,1,1,"650,000,000",Sale,Lain-lain,APARTEMEN DENVER LANTAI 12,	-,2200,OPEN,"(JUAL) APARTEMEN DENVER UC CITRALAND

LANTAI 12

LB : 29

KT : 1      KM : 1

HADAP/VIEW : CITY

- KOSONGAN 

HARGA 650JT NEGO"
040425-BRPI00088,2/4/25 7:43,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,DENVER,Apartment,Jual,54,54,1,1,"580,000,000",Sale,Lain-lain,FULL FURNISHED APARTEMEN DENVER,Water Treatment,1300,OPEN,"(JUAL) APARTEMEN DENVER 

HANYA SELANGKAH DARI UNIVERSITAS TERBESAR DI SURABAYA BARAT

LANTAI 31

LB : 30

KT : 1      KM : 1

HADAP/VIEW : CITY

- FULL FURNISHED

HARGA 580JT"
040425-BRPI00087,2/4/25 7:43,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND GREENLAKE,Rumah,Jual,180,180,4+1,3+1,"3,500,000,000",Sale,SHM,RUMAH 2 LANTAI GREENLAKE CITRALAND SURABAYA,PDAM,3500,OPEN,"(JUAL) RUMAH GREENLAKE CITRALAND SURABAYA

LT: 180

LB: 180 

KT: 4+1

KM: 3+1 

LISTRIK: 3500WATT

AIR: PDAM

SERTIFIKAT: SHM

- 2 LANTAI

- FULL FURNISHED

- SIAP HUNI

HARGA: 3.5M NEGO"
040425-BRPI00086,2/4/25 7:43,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,DENVER,Apartment,Jual,27,27,1,1,"775,000,000",Sale,PPJB,APARTEMEN DENVER CITRALAND SURABAYA,PAM,2200,OPEN,"(JUAL) APARTEMEN DENVER CITRALAND SURABAYA

LT: 27

LB: 27 

KT: 1 

KM: 1 

LISTRIK: 2200WATT 

AIR: PAM

SERTIFIKAT: PPJB

- VIEW POOL

- KOSONGAN

- WATER HEATER

- TIPE 1BR 

- DEKAT UNIVERSITAS CIPUTRA

HARGA: 775JT (NEGO TIPIS)"
040425-BRPI00085,2/4/25 7:43,ANNEKE (AOJ),"Brighton Winner Pakuwon Indah, Surabaya",Jawa Timur,Surabaya,Citraland,CITRALAND BUKIT GOLF INTERNATIONAL,Tanah,Jual,525,,,,"6,600,000,000",Sale,SHM,TANAH BUKIT GOLF INTERNATIONAL CITRALAND SURABAYA,,,OPEN,"(JUAL) TANAH BUKIT GOLF INTERNATIONAL CITRALAND SURABAYA

LT: 525 

DIMENSI:15X35 

HADAP: TIMUR LAUT

SERTIFIKAT: SHM

- TANAH BUKIT GOLF MEDITERANIA (DEKAT GEREJA)

- LOKASI STRATEGIS

HARGA PER METER: 12.5JT/M2  NEGO

HARGA TOTAL: 6.6M "
